# OpenTelemetry Metrics report: .csv, 4 fields # <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSize90P,1757826995720000000,1757827055721000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757826995720000000,1757827055721000000,0
FlushQueue.waitingTimeMaxNs,1757826995720000000,1757827055721000000,0
NonBlockingReadAction.failedExecutionsCount,1757826995720000000,1757827055721000000,0
FlushQueue.executionTimeAvgNs,1757826995720000000,1757827055721000000,0.0
FlushQueue.queueSizeMax,1757826995720000000,1757827055721000000,0
FlushQueue.executionTime90PNs,1757826995720000000,1757827055721000000,0
AWTEventQueue.dispatchTimeMaxNs,1757826995720000000,1757827055721000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757826995720000000,1757827055721000000,0
NonBlockingReadAction.failedExecutionTimeUs,1757826995720000000,1757827055721000000,0
AWTEventQueue.eventsDispatched,1757826995720000000,1757827055721000000,0
FlushQueue.executionTimeMaxNs,1757826995720000000,1757827055721000000,0
FlushQueue.waitingTimeAvgNs,1757826995720000000,1757827055721000000,0.0
StorageLockContext.competingThreads.90P,1757826995720000000,1757827055721000000,0
FilePageCache.capacityInBytes,1757826995720000000,1757827055721000000,524288000
FilePageCache.disposedBuffers,1757826995720000000,1757827055721000000,0
DirectByteBufferAllocator.reclaimed,1757826995720000000,1757827055721000000,0
DirectByteBufferAllocator.hits,1757826995720000000,1757827055721000000,0
FilePageCache.maxCacheSizeInBytes,1757826995720000000,1757827055721000000,341180416
FilePageCache.maxRegisteredFiles,1757826995720000000,1757827055721000000,938
StorageLockContext.competingThreads.avg,1757826995720000000,1757827055721000000,0.00847457627118644
DirectByteBufferAllocator.disposed,1757826995720000000,1757827055721000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757826995720000000,1757827055721000000,0
FilePageCache.pageLoads,1757826995720000000,1757827055721000000,205
FilePageCache.pageFastCacheHits,1757826995720000000,1757827055721000000,98829
FilePageCache.uncachedFileAccess,1757826995720000000,1757827055721000000,5
FilePageCache.totalPageDisposalsUs,1757826995720000000,1757827055721000000,23623
StorageLockContext.competingThreads.max,1757826995720000000,1757827055721000000,1
FilePageCache.totalPageLoadsUs,1757826995720000000,1757827055721000000,46468
DirectByteBufferAllocator.misses,1757826995720000000,1757827055721000000,205
FilePageCache.pageLoadsAboveSizeThreshold,1757826995720000000,1757827055721000000,0
FilePageCache.pageHits,1757826995720000000,1757827055721000000,5
FileNameCache.totalMisses,1757827055721000000,1757827115719000000,31134
FileNameCache.queries,1757827055721000000,1757827115719000000,1341544
FileNameCache.fastMisses,1757827055721000000,1757827115719000000,49749
AWTEventQueue.dispatchTimeAvgNs,1757827055721000000,1757827115719000000,1719741.0145608266
FlushQueue.tasksExecuted,1757827055721000000,1757827115719000000,1914
FlushQueue.queueSizeAvg,1757827055721000000,1757827115719000000,4.691745036572623
FlushQueue.waitingTime90PNs,1757827055721000000,1757827115719000000,12189695
AWTEventQueue.dispatchTime90PNs,1757827055721000000,1757827115719000000,2621439
FlushQueue.queueSize90P,1757827055721000000,1757827115719000000,19
NonBlockingReadAction.finalizedExecutionTimeUs,1757827055721000000,1757827115719000000,5601823
FlushQueue.waitingTimeMaxNs,1757827055721000000,1757827115719000000,66840428543
NonBlockingReadAction.failedExecutionsCount,1757827055721000000,1757827115719000000,0
FlushQueue.executionTimeAvgNs,1757827055721000000,1757827115719000000,1.409959999216301E7
FlushQueue.queueSizeMax,1757827055721000000,1757827115719000000,69
FlushQueue.executionTime90PNs,1757827055721000000,1757827115719000000,368639
AWTEventQueue.dispatchTimeMaxNs,1757827055721000000,1757827115719000000,3825205247
NonBlockingReadAction.finalizedExecutionsCount,1757827055721000000,1757827115719000000,45
NonBlockingReadAction.failedExecutionTimeUs,1757827055721000000,1757827115719000000,0
AWTEventQueue.eventsDispatched,1757827055721000000,1757827115719000000,8516
FlushQueue.executionTimeMaxNs,1757827055721000000,1757827115719000000,22682796031
FlushQueue.waitingTimeAvgNs,1757827055721000000,1757827115719000000,1.880190179414838E8
StorageLockContext.competingThreads.90P,1757827055721000000,1757827115719000000,0
FilePageCache.capacityInBytes,1757827055721000000,1757827115719000000,524288000
FilePageCache.disposedBuffers,1757827055721000000,1757827115719000000,0
DirectByteBufferAllocator.reclaimed,1757827055721000000,1757827115719000000,0
DirectByteBufferAllocator.hits,1757827055721000000,1757827115719000000,0
FilePageCache.maxCacheSizeInBytes,1757827055721000000,1757827115719000000,354156544
FilePageCache.maxRegisteredFiles,1757827055721000000,1757827115719000000,938
StorageLockContext.competingThreads.avg,1757827055721000000,1757827115719000000,0.008849557522123894
DirectByteBufferAllocator.disposed,1757827055721000000,1757827115719000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827055721000000,1757827115719000000,0
FilePageCache.pageLoads,1757827055721000000,1757827115719000000,187
FilePageCache.pageFastCacheHits,1757827055721000000,1757827115719000000,921544
FilePageCache.uncachedFileAccess,1757827055721000000,1757827115719000000,27
FilePageCache.totalPageDisposalsUs,1757827055721000000,1757827115719000000,1058
StorageLockContext.competingThreads.max,1757827055721000000,1757827115719000000,1
FilePageCache.totalPageLoadsUs,1757827055721000000,1757827115719000000,94556
DirectByteBufferAllocator.misses,1757827055721000000,1757827115719000000,187
FilePageCache.pageLoadsAboveSizeThreshold,1757827055721000000,1757827115719000000,0
FilePageCache.pageHits,1757827055721000000,1757827115719000000,33
FileNameCache.totalMisses,1757827115719000000,1757827175719000000,30373
FileNameCache.queries,1757827115719000000,1757827175719000000,3188446
FileNameCache.fastMisses,1757827115719000000,1757827175719000000,60771
AWTEventQueue.dispatchTimeAvgNs,1757827115719000000,1757827175719000000,765283.32261325
FlushQueue.tasksExecuted,1757827115719000000,1757827175719000000,3321
FlushQueue.queueSizeAvg,1757827115719000000,1757827175719000000,1.806082505269497
FlushQueue.waitingTime90PNs,1757827115719000000,1757827175719000000,2490367
AWTEventQueue.dispatchTime90PNs,1757827115719000000,1757827175719000000,1589247
FlushQueue.queueSize90P,1757827115719000000,1757827175719000000,4
NonBlockingReadAction.finalizedExecutionTimeUs,1757827115719000000,1757827175719000000,280305708
FlushQueue.waitingTimeMaxNs,1757827115719000000,1757827175719000000,482344959
NonBlockingReadAction.failedExecutionsCount,1757827115719000000,1757827175719000000,0
FlushQueue.executionTimeAvgNs,1757827115719000000,1757827175719000000,158363.62571514604
FlushQueue.queueSizeMax,1757827115719000000,1757827175719000000,36
FlushQueue.executionTime90PNs,1757827115719000000,1757827175719000000,249855
AWTEventQueue.dispatchTimeMaxNs,1757827115719000000,1757827175719000000,578813951
NonBlockingReadAction.finalizedExecutionsCount,1757827115719000000,1757827175719000000,28598
NonBlockingReadAction.failedExecutionTimeUs,1757827115719000000,1757827175719000000,0
AWTEventQueue.eventsDispatched,1757827115719000000,1757827175719000000,10883
FlushQueue.executionTimeMaxNs,1757827115719000000,1757827175719000000,35913727
FlushQueue.waitingTimeAvgNs,1757827115719000000,1757827175719000000,2907600.051791629
StorageLockContext.competingThreads.90P,1757827115719000000,1757827175719000000,2
FilePageCache.capacityInBytes,1757827115719000000,1757827175719000000,524288000
FilePageCache.disposedBuffers,1757827115719000000,1757827175719000000,0
DirectByteBufferAllocator.reclaimed,1757827115719000000,1757827175719000000,0
DirectByteBufferAllocator.hits,1757827115719000000,1757827175719000000,0
FilePageCache.maxCacheSizeInBytes,1757827115719000000,1757827175719000000,370458624
FilePageCache.maxRegisteredFiles,1757827115719000000,1757827175719000000,938
StorageLockContext.competingThreads.avg,1757827115719000000,1757827175719000000,0.44545454545454544
DirectByteBufferAllocator.disposed,1757827115719000000,1757827175719000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827115719000000,1757827175719000000,0
FilePageCache.pageLoads,1757827115719000000,1757827175719000000,212
FilePageCache.pageFastCacheHits,1757827115719000000,1757827175719000000,7329346
FilePageCache.uncachedFileAccess,1757827115719000000,1757827175719000000,2
FilePageCache.totalPageDisposalsUs,1757827115719000000,1757827175719000000,939
StorageLockContext.competingThreads.max,1757827115719000000,1757827175719000000,5
FilePageCache.totalPageLoadsUs,1757827115719000000,1757827175719000000,61783
DirectByteBufferAllocator.misses,1757827115719000000,1757827175719000000,212
FilePageCache.pageLoadsAboveSizeThreshold,1757827115719000000,1757827175719000000,0
FilePageCache.pageHits,1757827115719000000,1757827175719000000,247585
FileNameCache.totalMisses,1757827175719000000,1757827235717000000,9676
FileNameCache.queries,1757827175719000000,1757827235717000000,794351
FileNameCache.fastMisses,1757827175719000000,1757827235717000000,15963
AWTEventQueue.dispatchTimeAvgNs,1757827175719000000,1757827235717000000,416485.836999886
FlushQueue.tasksExecuted,1757827175719000000,1757827235717000000,1640
FlushQueue.queueSizeAvg,1757827175719000000,1757827235717000000,0.1573170731707317
FlushQueue.waitingTime90PNs,1757827175719000000,1757827235717000000,864255
AWTEventQueue.dispatchTime90PNs,1757827175719000000,1757827235717000000,518143
FlushQueue.queueSize90P,1757827175719000000,1757827235717000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757827175719000000,1757827235717000000,166131604
FlushQueue.waitingTimeMaxNs,1757827175719000000,1757827235717000000,484442111
NonBlockingReadAction.failedExecutionsCount,1757827175719000000,1757827235717000000,0
FlushQueue.executionTimeAvgNs,1757827175719000000,1757827235717000000,685704.4536585365
FlushQueue.queueSizeMax,1757827175719000000,1757827235717000000,8
FlushQueue.executionTime90PNs,1757827175719000000,1757827235717000000,325631
AWTEventQueue.dispatchTimeMaxNs,1757827175719000000,1757827235717000000,484442111
NonBlockingReadAction.finalizedExecutionsCount,1757827175719000000,1757827235717000000,12690
NonBlockingReadAction.failedExecutionTimeUs,1757827175719000000,1757827235717000000,0
AWTEventQueue.eventsDispatched,1757827175719000000,1757827235717000000,8773
FlushQueue.executionTimeMaxNs,1757827175719000000,1757827235717000000,484442111
FlushQueue.waitingTimeAvgNs,1757827175719000000,1757827235717000000,2694517.424390244
StorageLockContext.competingThreads.90P,1757827175719000000,1757827235717000000,1
FilePageCache.capacityInBytes,1757827175719000000,1757827235717000000,524288000
FilePageCache.disposedBuffers,1757827175719000000,1757827235717000000,0
DirectByteBufferAllocator.reclaimed,1757827175719000000,1757827235717000000,0
DirectByteBufferAllocator.hits,1757827175719000000,1757827235717000000,0
FilePageCache.maxCacheSizeInBytes,1757827175719000000,1757827235717000000,386277376
FilePageCache.maxRegisteredFiles,1757827175719000000,1757827235717000000,938
StorageLockContext.competingThreads.avg,1757827175719000000,1757827235717000000,0.4188034188034188
DirectByteBufferAllocator.disposed,1757827175719000000,1757827235717000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827175719000000,1757827235717000000,0
FilePageCache.pageLoads,1757827175719000000,1757827235717000000,153
FilePageCache.pageFastCacheHits,1757827175719000000,1757827235717000000,3107040
FilePageCache.uncachedFileAccess,1757827175719000000,1757827235717000000,84
FilePageCache.totalPageDisposalsUs,1757827175719000000,1757827235717000000,843
StorageLockContext.competingThreads.max,1757827175719000000,1757827235717000000,3
FilePageCache.totalPageLoadsUs,1757827175719000000,1757827235717000000,153362
DirectByteBufferAllocator.misses,1757827175719000000,1757827235717000000,153
FilePageCache.pageLoadsAboveSizeThreshold,1757827175719000000,1757827235717000000,0
FilePageCache.pageHits,1757827175719000000,1757827235717000000,38696
FileNameCache.totalMisses,1757827235717000000,1757827295715000000,1
FileNameCache.queries,1757827235717000000,1757827295715000000,5962
FileNameCache.fastMisses,1757827235717000000,1757827295715000000,80
AWTEventQueue.dispatchTimeAvgNs,1757827235717000000,1757827295715000000,271848.91282185336
FlushQueue.tasksExecuted,1757827235717000000,1757827295715000000,1081
FlushQueue.queueSizeAvg,1757827235717000000,1757827295715000000,0.07215541165587419
FlushQueue.waitingTime90PNs,1757827235717000000,1757827295715000000,851967
AWTEventQueue.dispatchTime90PNs,1757827235717000000,1757827295715000000,493567
FlushQueue.queueSize90P,1757827235717000000,1757827295715000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757827235717000000,1757827295715000000,7402
FlushQueue.waitingTimeMaxNs,1757827235717000000,1757827295715000000,60817407
NonBlockingReadAction.failedExecutionsCount,1757827235717000000,1757827295715000000,0
FlushQueue.executionTimeAvgNs,1757827235717000000,1757827295715000000,267375.52636447735
FlushQueue.queueSizeMax,1757827235717000000,1757827295715000000,8
FlushQueue.executionTime90PNs,1757827235717000000,1757827295715000000,327679
AWTEventQueue.dispatchTimeMaxNs,1757827235717000000,1757827295715000000,65535999
NonBlockingReadAction.finalizedExecutionsCount,1757827235717000000,1757827295715000000,26
NonBlockingReadAction.failedExecutionTimeUs,1757827235717000000,1757827295715000000,0
AWTEventQueue.eventsDispatched,1757827235717000000,1757827295715000000,7651
FlushQueue.executionTimeMaxNs,1757827235717000000,1757827295715000000,65273855
FlushQueue.waitingTimeAvgNs,1757827235717000000,1757827295715000000,662718.9935245144
StorageLockContext.competingThreads.90P,1757827235717000000,1757827295715000000,0
FilePageCache.capacityInBytes,1757827235717000000,1757827295715000000,524288000
FilePageCache.disposedBuffers,1757827235717000000,1757827295715000000,8
DirectByteBufferAllocator.reclaimed,1757827235717000000,1757827295715000000,0
DirectByteBufferAllocator.hits,1757827235717000000,1757827295715000000,0
FilePageCache.maxCacheSizeInBytes,1757827235717000000,1757827295715000000,387325952
FilePageCache.maxRegisteredFiles,1757827235717000000,1757827295715000000,938
StorageLockContext.competingThreads.avg,1757827235717000000,1757827295715000000,0.0
DirectByteBufferAllocator.disposed,1757827235717000000,1757827295715000000,8
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827235717000000,1757827295715000000,0
FilePageCache.pageLoads,1757827235717000000,1757827295715000000,9
FilePageCache.pageFastCacheHits,1757827235717000000,1757827295715000000,61925
FilePageCache.uncachedFileAccess,1757827235717000000,1757827295715000000,24
FilePageCache.totalPageDisposalsUs,1757827235717000000,1757827295715000000,12
StorageLockContext.competingThreads.max,1757827235717000000,1757827295715000000,0
FilePageCache.totalPageLoadsUs,1757827235717000000,1757827295715000000,83825
DirectByteBufferAllocator.misses,1757827235717000000,1757827295715000000,9
FilePageCache.pageLoadsAboveSizeThreshold,1757827235717000000,1757827295715000000,0
FilePageCache.pageHits,1757827235717000000,1757827295715000000,0
FileNameCache.totalMisses,1757827295715000000,1757827355715000000,0
FileNameCache.queries,1757827295715000000,1757827355715000000,2497
FileNameCache.fastMisses,1757827295715000000,1757827355715000000,49
AWTEventQueue.dispatchTimeAvgNs,1757827295715000000,1757827355715000000,245900.97292398324
FlushQueue.tasksExecuted,1757827295715000000,1757827355715000000,1363
FlushQueue.queueSizeAvg,1757827295715000000,1757827355715000000,0.03741746148202495
FlushQueue.waitingTime90PNs,1757827295715000000,1757827355715000000,925695
AWTEventQueue.dispatchTime90PNs,1757827295715000000,1757827355715000000,464895
FlushQueue.queueSize90P,1757827295715000000,1757827355715000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757827295715000000,1757827355715000000,14993
FlushQueue.waitingTimeMaxNs,1757827295715000000,1757827355715000000,44564479
NonBlockingReadAction.failedExecutionsCount,1757827295715000000,1757827355715000000,0
FlushQueue.executionTimeAvgNs,1757827295715000000,1757827355715000000,164924.67791636096
FlushQueue.queueSizeMax,1757827295715000000,1757827355715000000,2
FlushQueue.executionTime90PNs,1757827295715000000,1757827355715000000,315391
AWTEventQueue.dispatchTimeMaxNs,1757827295715000000,1757827355715000000,37748735
NonBlockingReadAction.finalizedExecutionsCount,1757827295715000000,1757827355715000000,24
NonBlockingReadAction.failedExecutionTimeUs,1757827295715000000,1757827355715000000,0
AWTEventQueue.eventsDispatched,1757827295715000000,1757827355715000000,8827
FlushQueue.executionTimeMaxNs,1757827295715000000,1757827355715000000,6815743
FlushQueue.waitingTimeAvgNs,1757827295715000000,1757827355715000000,612534.6089508437
StorageLockContext.competingThreads.90P,1757827295715000000,1757827355715000000,0
FilePageCache.capacityInBytes,1757827295715000000,1757827355715000000,524288000
FilePageCache.disposedBuffers,1757827295715000000,1757827355715000000,0
DirectByteBufferAllocator.reclaimed,1757827295715000000,1757827355715000000,0
DirectByteBufferAllocator.hits,1757827295715000000,1757827355715000000,0
FilePageCache.maxCacheSizeInBytes,1757827295715000000,1757827355715000000,387325952
FilePageCache.maxRegisteredFiles,1757827295715000000,1757827355715000000,938
StorageLockContext.competingThreads.avg,1757827295715000000,1757827355715000000,0.0
DirectByteBufferAllocator.disposed,1757827295715000000,1757827355715000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827295715000000,1757827355715000000,0
FilePageCache.pageLoads,1757827295715000000,1757827355715000000,0
FilePageCache.pageFastCacheHits,1757827295715000000,1757827355715000000,8060
FilePageCache.uncachedFileAccess,1757827295715000000,1757827355715000000,6
FilePageCache.totalPageDisposalsUs,1757827295715000000,1757827355715000000,0
StorageLockContext.competingThreads.max,1757827295715000000,1757827355715000000,0
FilePageCache.totalPageLoadsUs,1757827295715000000,1757827355715000000,0
DirectByteBufferAllocator.misses,1757827295715000000,1757827355715000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757827295715000000,1757827355715000000,0
FilePageCache.pageHits,1757827295715000000,1757827355715000000,0
FileNameCache.totalMisses,1757827355715000000,1757827415713000000,0
FileNameCache.queries,1757827355715000000,1757827415713000000,2541
FileNameCache.fastMisses,1757827355715000000,1757827415713000000,87
AWTEventQueue.dispatchTimeAvgNs,1757827355715000000,1757827415713000000,263659.39582628314
FlushQueue.tasksExecuted,1757827355715000000,1757827415713000000,1364
FlushQueue.queueSizeAvg,1757827355715000000,1757827415713000000,0.14149560117302054
FlushQueue.waitingTime90PNs,1757827355715000000,1757827415713000000,659455
AWTEventQueue.dispatchTime90PNs,1757827355715000000,1757827415713000000,485375
FlushQueue.queueSize90P,1757827355715000000,1757827415713000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757827355715000000,1757827415713000000,15705
FlushQueue.waitingTimeMaxNs,1757827355715000000,1757827415713000000,49807359
NonBlockingReadAction.failedExecutionsCount,1757827355715000000,1757827415713000000,0
FlushQueue.executionTimeAvgNs,1757827355715000000,1757827415713000000,177648.24633431085
FlushQueue.queueSizeMax,1757827355715000000,1757827415713000000,12
FlushQueue.executionTime90PNs,1757827355715000000,1757827415713000000,299007
AWTEventQueue.dispatchTimeMaxNs,1757827355715000000,1757827415713000000,96468991
NonBlockingReadAction.finalizedExecutionsCount,1757827355715000000,1757827415713000000,28
NonBlockingReadAction.failedExecutionTimeUs,1757827355715000000,1757827415713000000,0
AWTEventQueue.eventsDispatched,1757827355715000000,1757827415713000000,8865
FlushQueue.executionTimeMaxNs,1757827355715000000,1757827415713000000,32374783
FlushQueue.waitingTimeAvgNs,1757827355715000000,1757827415713000000,493180.57478005864
StorageLockContext.competingThreads.90P,1757827355715000000,1757827415713000000,0
FilePageCache.capacityInBytes,1757827355715000000,1757827415713000000,524288000
FilePageCache.disposedBuffers,1757827355715000000,1757827415713000000,0
DirectByteBufferAllocator.reclaimed,1757827355715000000,1757827415713000000,0
DirectByteBufferAllocator.hits,1757827355715000000,1757827415713000000,0
FilePageCache.maxCacheSizeInBytes,1757827355715000000,1757827415713000000,387325952
FilePageCache.maxRegisteredFiles,1757827355715000000,1757827415713000000,938
StorageLockContext.competingThreads.avg,1757827355715000000,1757827415713000000,0.0
DirectByteBufferAllocator.disposed,1757827355715000000,1757827415713000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827355715000000,1757827415713000000,0
FilePageCache.pageLoads,1757827355715000000,1757827415713000000,0
FilePageCache.pageFastCacheHits,1757827355715000000,1757827415713000000,3276
FilePageCache.uncachedFileAccess,1757827355715000000,1757827415713000000,0
FilePageCache.totalPageDisposalsUs,1757827355715000000,1757827415713000000,0
StorageLockContext.competingThreads.max,1757827355715000000,1757827415713000000,0
FilePageCache.totalPageLoadsUs,1757827355715000000,1757827415713000000,0
DirectByteBufferAllocator.misses,1757827355715000000,1757827415713000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757827355715000000,1757827415713000000,0
FilePageCache.pageHits,1757827355715000000,1757827415713000000,0
FileNameCache.totalMisses,1757827415713000000,1757827475713000000,27
FileNameCache.queries,1757827415713000000,1757827475713000000,57707
FileNameCache.fastMisses,1757827415713000000,1757827475713000000,1024
AWTEventQueue.dispatchTimeAvgNs,1757827415713000000,1757827475713000000,841388.9083113952
FlushQueue.tasksExecuted,1757827415713000000,1757827475713000000,3774
FlushQueue.queueSizeAvg,1757827415713000000,1757827475713000000,3.7072072072072073
FlushQueue.waitingTime90PNs,1757827415713000000,1757827475713000000,5996543
AWTEventQueue.dispatchTime90PNs,1757827415713000000,1757827475713000000,2113535
FlushQueue.queueSize90P,1757827415713000000,1757827475713000000,16
NonBlockingReadAction.finalizedExecutionTimeUs,1757827415713000000,1757827475713000000,626296
FlushQueue.waitingTimeMaxNs,1757827415713000000,1757827475713000000,159383551
NonBlockingReadAction.failedExecutionsCount,1757827415713000000,1757827475713000000,3
FlushQueue.executionTimeAvgNs,1757827415713000000,1757827475713000000,305655.00317965023
FlushQueue.queueSizeMax,1757827415713000000,1757827475713000000,63
FlushQueue.executionTime90PNs,1757827415713000000,1757827475713000000,259071
AWTEventQueue.dispatchTimeMaxNs,1757827415713000000,1757827475713000000,150994943
NonBlockingReadAction.finalizedExecutionsCount,1757827415713000000,1757827475713000000,172
NonBlockingReadAction.failedExecutionTimeUs,1757827415713000000,1757827475713000000,16391
AWTEventQueue.eventsDispatched,1757827415713000000,1757827475713000000,13295
FlushQueue.executionTimeMaxNs,1757827415713000000,1757827475713000000,150994943
FlushQueue.waitingTimeAvgNs,1757827415713000000,1757827475713000000,4399353.582405935
StorageLockContext.competingThreads.90P,1757827415713000000,1757827475713000000,0
FilePageCache.capacityInBytes,1757827415713000000,1757827475713000000,524288000
FilePageCache.disposedBuffers,1757827415713000000,1757827475713000000,0
DirectByteBufferAllocator.reclaimed,1757827415713000000,1757827475713000000,0
DirectByteBufferAllocator.hits,1757827415713000000,1757827475713000000,0
FilePageCache.maxCacheSizeInBytes,1757827415713000000,1757827475713000000,387375104
FilePageCache.maxRegisteredFiles,1757827415713000000,1757827475713000000,938
StorageLockContext.competingThreads.avg,1757827415713000000,1757827475713000000,0.0
DirectByteBufferAllocator.disposed,1757827415713000000,1757827475713000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827415713000000,1757827475713000000,0
FilePageCache.pageLoads,1757827415713000000,1757827475713000000,6
FilePageCache.pageFastCacheHits,1757827415713000000,1757827475713000000,16209
FilePageCache.uncachedFileAccess,1757827415713000000,1757827475713000000,19
FilePageCache.totalPageDisposalsUs,1757827415713000000,1757827475713000000,2
StorageLockContext.competingThreads.max,1757827415713000000,1757827475713000000,0
FilePageCache.totalPageLoadsUs,1757827415713000000,1757827475713000000,448
DirectByteBufferAllocator.misses,1757827415713000000,1757827475713000000,6
FilePageCache.pageLoadsAboveSizeThreshold,1757827415713000000,1757827475713000000,0
FilePageCache.pageHits,1757827415713000000,1757827475713000000,15
FileNameCache.totalMisses,1757827475713000000,1757827535712000000,83
FileNameCache.queries,1757827475713000000,1757827535712000000,413240
FileNameCache.fastMisses,1757827475713000000,1757827535712000000,4429
AWTEventQueue.dispatchTimeAvgNs,1757827475713000000,1757827535712000000,550068.7156133829
FlushQueue.tasksExecuted,1757827475713000000,1757827535712000000,1431
FlushQueue.queueSizeAvg,1757827475713000000,1757827535712000000,1.7218728162124388
FlushQueue.waitingTime90PNs,1757827475713000000,1757827535712000000,962559
AWTEventQueue.dispatchTime90PNs,1757827475713000000,1757827535712000000,774143
FlushQueue.queueSize90P,1757827475713000000,1757827535712000000,2
NonBlockingReadAction.finalizedExecutionTimeUs,1757827475713000000,1757827535712000000,24276
FlushQueue.waitingTimeMaxNs,1757827475713000000,1757827535712000000,8086618111
NonBlockingReadAction.failedExecutionsCount,1757827475713000000,1757827535712000000,0
FlushQueue.executionTimeAvgNs,1757827475713000000,1757827535712000000,148650.68343815513
FlushQueue.queueSizeMax,1757827475713000000,1757827535712000000,35
FlushQueue.executionTime90PNs,1757827475713000000,1757827535712000000,261119
AWTEventQueue.dispatchTimeMaxNs,1757827475713000000,1757827535712000000,93323263
NonBlockingReadAction.finalizedExecutionsCount,1757827475713000000,1757827535712000000,39
NonBlockingReadAction.failedExecutionTimeUs,1757827475713000000,1757827535712000000,0
AWTEventQueue.eventsDispatched,1757827475713000000,1757827535712000000,8608
FlushQueue.executionTimeMaxNs,1757827475713000000,1757827535712000000,23199743
FlushQueue.waitingTimeAvgNs,1757827475713000000,1757827535712000000,2.385678193431167E7
StorageLockContext.competingThreads.90P,1757827475713000000,1757827535712000000,0
FilePageCache.capacityInBytes,1757827475713000000,1757827535712000000,524288000
FilePageCache.disposedBuffers,1757827475713000000,1757827535712000000,0
DirectByteBufferAllocator.reclaimed,1757827475713000000,1757827535712000000,0
DirectByteBufferAllocator.hits,1757827475713000000,1757827535712000000,0
FilePageCache.maxCacheSizeInBytes,1757827475713000000,1757827535712000000,387375104
FilePageCache.maxRegisteredFiles,1757827475713000000,1757827535712000000,938
StorageLockContext.competingThreads.avg,1757827475713000000,1757827535712000000,0.0
DirectByteBufferAllocator.disposed,1757827475713000000,1757827535712000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757827475713000000,1757827535712000000,0
FilePageCache.pageLoads,1757827475713000000,1757827535712000000,0
FilePageCache.pageFastCacheHits,1757827475713000000,1757827535712000000,91137
FilePageCache.uncachedFileAccess,1757827475713000000,1757827535712000000,19
FilePageCache.totalPageDisposalsUs,1757827475713000000,1757827535712000000,0
StorageLockContext.competingThreads.max,1757827475713000000,1757827535712000000,0
FilePageCache.totalPageLoadsUs,1757827475713000000,1757827535712000000,0
DirectByteBufferAllocator.misses,1757827475713000000,1757827535712000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757827475713000000,1757827535712000000,0
FilePageCache.pageHits,1757827475713000000,1757827535712000000,247
FileNameCache.totalMisses,1757827535712000000,1757827595711000000,0
FileNameCache.queries,1757827535712000000,1757827595711000000,825
FileNameCache.fastMisses,1757827535712000000,1757827595711000000,24
AWTEventQueue.dispatchTimeAvgNs,1757827535712000000,1757827595711000000,297545.05370141467
FlushQueue.tasksExecuted,1757827535712000000,1757827595711000000,1190
FlushQueue.queueSizeAvg,1757827535712000000,1757827595711000000,0.03277310924369748
FlushQueue.waitingTime90PNs,1757827535712000000,1757827595711000000,370687
AWTEventQueue.dispatchTime90PNs,1757827535712000000,1757827595711000000,634879
FlushQueue.queueSize90P,1757827535712000000,1757827595711000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757827535712000000,1757827595711000000,10710
FlushQueue.waitingTimeMaxNs,1757827535712000000,1757827595711000000,61603839
NonBlockingReadAction.failedExecutionsCount,1757827535712000000,1757827595711000000,0
FlushQueue.executionTimeAvgNs,1757827535712000000,1757827595711000000,135741.20336134452
FlushQueue.queueSizeMax,1757827535712000000,1757827595711000000,2
FlushQueue.executionTime90PNs,1757827535712000000,1757827595711000000,286719
AWTEventQueue.dispatchTimeMaxNs,1757827535712000000,1757827595711000000,95420415
NonBlockingReadAction.finalizedExecutionsCount,1757827535712000000,1757827595711000000,24
NonBlockingReadAction.failedExecutionTimeUs,1757827535712000000,1757827595711000000,0
AWTEventQueue.eventsDispatched,1757827535712000000,1757827595711000000,7281
FlushQueue.executionTimeMaxNs,1757827535712000000,1757827595711000000,15400959
FlushQueue.waitingTimeAvgNs,1757827535712000000,1757827595711000000,358043.1462184874
